,% Change,Ask,Bid,Change,Contract Name,Implied Volatility,Last Price,Last Trade Date,Open Interest,Strike,Volume,expiry,spot,tipo,t_ano,moneyness
54,-,7.91,7.8,0.0,SPY200331C00309000,0.1386,5.84,2019-08-21 9:30AM EDT,342,309.0,10,2020-03-31,298.05,calls,0.5722222222222222,0.9645631067961166
55,-,7.44,7.34,0.0,SPY200331C00310000,0.1371,7.32,2019-09-05 9:56AM EDT,160,310.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9614516129032259
56,-,6.96,6.87,0.0,SPY200331C00311000,0.1352,5.4,2019-09-04 2:14PM EDT,2277,311.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9583601286173634
57,-,6.53,6.43,0.0,SPY200331C00312000,0.1338,4.48,2019-09-03 10:43AM EDT,359,312.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9552884615384616
58,-,6.1,5.99,0.0,SPY200331C00313000,0.1323,5.98,2019-09-05 1:54PM EDT,543,313.0,33,2020-03-31,298.05,calls,0.5722222222222222,0.9522364217252397
59,-,5.68,5.58,0.0,SPY200331C00314000,0.1306,5.74,2019-09-05 10:47AM EDT,239,314.0,232,2020-03-31,298.05,calls,0.5722222222222222,0.949203821656051
60,-,5.29,5.19,0.0,SPY200331C00315000,0.1292,5.22,2019-09-05 9:56AM EDT,3006,315.0,2,2020-03-31,298.05,calls,0.5722222222222222,0.9461904761904762
61,-,4.91,4.82,0.0,SPY200331C00316000,0.1276,2.92,2019-08-28 1:28PM EDT,572,316.0,608,2020-03-31,298.05,calls,0.5722222222222222,0.9431962025316456
62,-,4.55,4.47,0.0,SPY200331C00317000,0.12619999999999998,3.57,2019-08-29 2:06PM EDT,941,317.0,4,2020-03-31,298.05,calls,0.5722222222222222,0.9402208201892744
63,-,4.21,4.13,0.0,SPY200331C00318000,0.12480000000000001,2.5,2019-08-28 11:28AM EDT,1017,318.0,698,2020-03-31,298.05,calls,0.5722222222222222,0.9372641509433962
64,-,3.9,3.82,0.0,SPY200331C00319000,0.12359999999999999,2.17,2019-08-28 9:36AM EDT,856,319.0,660,2020-03-31,298.05,calls,0.5722222222222222,0.9343260188087774
65,+44.08%,3.6,3.51,1.08,SPY200331C00320000,0.12240000000000001,3.53,2019-09-06 9:43AM EDT,3424,320.0,2,2020-03-31,298.05,calls,0.5722222222222222,0.93140625
66,-,3.05,2.98,0.0,SPY200331C00322000,0.12,2.27,2019-08-30 2:06PM EDT,768,322.0,29,2020-03-31,298.05,calls,0.5722222222222222,0.9256211180124224
67,-,2.81,2.73,0.0,SPY200331C00323000,0.11900000000000001,1.51,2019-08-28 9:31AM EDT,755,323.0,325,2020-03-31,298.05,calls,0.5722222222222222,0.9227554179566564
68,-6.25%,2.37,2.29,-0.15,SPY200331C00325000,0.11710000000000001,2.25,2019-09-06 9:40AM EDT,1494,325.0,2,2020-03-31,298.05,calls,0.5722222222222222,0.9170769230769231
69,-0.66%,1.55,1.48,-0.01,SPY200331C00330000,0.1139,1.51,2019-09-06 11:33AM EDT,115,330.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9031818181818182
70,+13.33%,1.04,0.97,0.12,SPY200331C00335000,0.1128,1.02,2019-09-06 9:40AM EDT,1792,335.0,2,2020-03-31,298.05,calls,0.5722222222222222,0.8897014925373135
71,+42.00%,0.71,0.67,0.21,SPY200331C00340000,0.11289999999999999,0.71,2019-09-06 11:35AM EDT,2893,340.0,8,2020-03-31,298.05,calls,0.5722222222222222,0.8766176470588236
72,-,0.51,0.47,0.0,SPY200331C00345000,0.11449999999999999,0.24,2019-08-14 10:24AM EDT,1409,345.0,30,2020-03-31,298.05,calls,0.5722222222222222,0.8639130434782609
73,+2.70%,0.38,0.34,0.01,SPY200331C00350000,0.1168,0.38,2019-09-06 11:35AM EDT,248,350.0,7,2020-03-31,298.05,calls,0.5722222222222222,0.8515714285714286
74,-,0.29,0.25,0.0,SPY200331C00355000,0.1195,0.15,2019-08-12 2:29PM EDT,642,355.0,642,2020-03-31,298.05,calls,0.5722222222222222,0.8395774647887324
75,-13.64%,0.23,0.19,-0.03,SPY200331C00360000,0.12279999999999999,0.19,2019-09-06 11:35AM EDT,271,360.0,14,2020-03-31,298.05,calls,0.5722222222222222,0.8279166666666667
0,-,0.76,0.73,0.0,SPY200331P00200000,0.2937,0.76,2019-09-05 11:33AM EDT,0,200.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.49025
1,-,0.91,0.87,0.0,SPY200331P00205000,0.2876,1.39,2019-08-27 3:07PM EDT,0,205.0,6,2020-03-31,298.05,puts,0.5722222222222222,1.4539024390243902
2,-7.63%,1.11,1.05,-0.09,SPY200331P00210000,0.2828,1.09,2019-09-05 9:34AM EDT,0,210.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.4192857142857143
3,-,1.32,1.26,0.0,SPY200331P00215000,0.27690000000000003,1.28,2019-09-05 10:42AM EDT,0,215.0,5,2020-03-31,298.05,puts,0.5722222222222222,1.3862790697674419
4,-,1.57,1.5,0.0,SPY200331P00220000,0.2711,1.53,2019-09-05 10:10AM EDT,0,220.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.3547727272727272
5,-0.54%,1.85,1.78,-0.01,SPY200331P00225000,0.265,1.84,2019-09-06 10:33AM EDT,0,225.0,45,2020-03-31,298.05,puts,0.5722222222222222,1.3246666666666667
6,-,2.17,2.1,0.0,SPY200331P00230000,0.2588,2.18,2019-09-05 3:57PM EDT,0,230.0,62,2020-03-31,298.05,puts,0.5722222222222222,1.2958695652173913
7,-,2.54,2.47,0.0,SPY200331P00235000,0.2526,3.1,2019-09-04 12:00PM EDT,0,235.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.2682978723404257
8,-,2.95,2.9,0.0,SPY200331P00240000,0.24600000000000002,3.05,2019-09-05 4:08PM EDT,0,240.0,16,2020-03-31,298.05,puts,0.5722222222222222,1.241875
9,-,3.45,3.39,0.0,SPY200331P00245000,0.2401,4.22,2019-09-04 12:01PM EDT,0,245.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.216530612244898
10,-,4.01,3.94,0.0,SPY200331P00250000,0.2339,4.01,2019-09-05 11:27AM EDT,0,250.0,41,2020-03-31,298.05,puts,0.5722222222222222,1.1922000000000001
11,-,4.63,4.55,0.0,SPY200331P00255000,0.2273,4.75,2019-09-05 10:00AM EDT,0,255.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.1688235294117648
12,-,4.76,4.69,0.0,SPY200331P00256000,0.2259,7.29,2019-08-26 3:32PM EDT,0,256.0,5,2020-03-31,298.05,puts,0.5722222222222222,1.1642578125
13,-,4.9,4.82,0.0,SPY200331P00257000,0.22460000000000002,7.9,2019-08-23 2:27PM EDT,0,257.0,4,2020-03-31,298.05,puts,0.5722222222222222,1.159727626459144
14,-,6.3,6.16,0.0,SPY200331P00258000,0.2445,4.57,2019-07-11 10:33AM EDT,1,258.0,-,2020-03-31,298.05,puts,0.5722222222222222,1.1552325581395348
15,-,5.18,5.1,0.0,SPY200331P00259000,0.22190000000000001,8.47,2019-08-14 2:12PM EDT,0,259.0,4,2020-03-31,298.05,puts,0.5722222222222222,1.1507722007722008
16,-,5.33,5.25,0.0,SPY200331P00260000,0.2206,6.38,2019-08-30 9:43AM EDT,0,260.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.146346153846154
17,-,5.48,5.39,0.0,SPY200331P00261000,0.2192,5.61,2019-09-05 9:54AM EDT,0,261.0,8,2020-03-31,298.05,puts,0.5722222222222222,1.141954022988506
18,-,0.0,0.0,0.0,SPY200331P00262000,0.0313,5.73,2019-07-01 10:48AM EDT,0,262.0,10,2020-03-31,298.05,puts,0.5722222222222222,1.1375954198473284
19,-2.91%,5.78,5.7,-0.17,SPY200331P00263000,0.2163,5.67,2019-09-06 10:51AM EDT,0,263.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.1332699619771864
20,-,5.95,5.86,0.0,SPY200331P00264000,0.215,7.65,2019-08-22 10:39AM EDT,0,264.0,36,2020-03-31,298.05,puts,0.5722222222222222,1.1289772727272727
21,-,6.11,6.02,0.0,SPY200331P00265000,0.21350000000000002,6.13,2019-09-05 10:42AM EDT,0,265.0,11,2020-03-31,298.05,puts,0.5722222222222222,1.1247169811320754
22,-18.90%,6.27,6.19,-1.45,SPY200331P00266000,0.212,6.22,2019-09-06 11:28AM EDT,0,266.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.1204887218045114
23,-,6.43,6.36,0.0,SPY200331P00267000,0.2104,9.22,2019-08-28 3:59PM EDT,0,267.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.1162921348314607
24,-,6.62,6.54,0.0,SPY200331P00268000,0.2091,8.04,2019-09-04 12:48PM EDT,0,268.0,6,2020-03-31,298.05,puts,0.5722222222222222,1.1121268656716419
25,-,6.8,6.71,0.0,SPY200331P00269000,0.2077,6.88,2019-09-05 3:18PM EDT,0,269.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.107992565055762
26,-2.40%,6.97,6.9,-0.17,SPY200331P00270000,0.20600000000000002,6.92,2019-09-06 11:15AM EDT,0,270.0,3,2020-03-31,298.05,puts,0.5722222222222222,1.103888888888889
27,-18.74%,7.16,7.08,-1.64,SPY200331P00271000,0.2046,7.11,2019-09-06 11:28AM EDT,0,271.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0998154981549817
28,-,7.35,7.27,0.0,SPY200331P00272000,0.203,7.52,2019-09-05 12:50PM EDT,0,272.0,225,2020-03-31,298.05,puts,0.5722222222222222,1.0957720588235293
29,-,7.58,7.45,0.0,SPY200331P00273000,0.20199999999999999,7.81,2019-09-05 12:49PM EDT,0,273.0,225,2020-03-31,298.05,puts,0.5722222222222222,1.0917582417582419
30,-,7.79,7.66,0.0,SPY200331P00274000,0.2006,9.11,2019-08-30 10:02AM EDT,0,274.0,3,2020-03-31,298.05,puts,0.5722222222222222,1.0877737226277373
31,-4.09%,8.0,7.86,-0.34,SPY200331P00275000,0.19920000000000002,7.98,2019-09-06 9:58AM EDT,0,275.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0838181818181818
32,-,8.21,8.08,0.0,SPY200331P00276000,0.19760000000000003,9.97,2019-08-08 12:01PM EDT,0,276.0,10,2020-03-31,298.05,puts,0.5722222222222222,1.0798913043478262
33,-,8.42,8.29,0.0,SPY200331P00277000,0.196,9.93,2019-08-30 9:57AM EDT,0,277.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.0759927797833935
34,-,8.64,8.5,0.0,SPY200331P00278000,0.19440000000000002,11.49,2019-09-03 3:52PM EDT,0,278.0,6,2020-03-31,298.05,puts,0.5722222222222222,1.0721223021582735
35,-,8.86,8.72,0.0,SPY200331P00279000,0.1928,14.33,2019-08-15 9:50AM EDT,0,279.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.0682795698924732
36,-,9.08,8.96,0.0,SPY200331P00280000,0.191,9.05,2019-09-05 10:16AM EDT,0,280.0,10,2020-03-31,298.05,puts,0.5722222222222222,1.0644642857142859
37,-,8.7,8.54,0.0,SPY200331P00281000,0.18170000000000003,13.18,2019-06-07 12:37PM EDT,45,281.0,43,2020-03-31,298.05,puts,0.5722222222222222,1.06067615658363
38,-,9.57,9.42,0.0,SPY200331P00282000,0.188,9.69,2019-09-05 11:53AM EDT,0,282.0,10,2020-03-31,298.05,puts,0.5722222222222222,1.0569148936170214
39,-,9.8,9.67,0.0,SPY200331P00283000,0.1862,11.59,2019-08-30 9:57AM EDT,0,283.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.0531802120141343
40,-,10.05,9.92,0.0,SPY200331P00284000,0.1845,12.0,2019-09-04 12:14PM EDT,0,284.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0494718309859155
41,-1.53%,10.31,10.17,-0.16,SPY200331P00285000,0.18289999999999998,10.3,2019-09-06 11:33AM EDT,0,285.0,428,2020-03-31,298.05,puts,0.5722222222222222,1.0457894736842106
42,-,10.57,10.43,0.0,SPY200331P00286000,0.1812,16.18,2019-08-27 11:25AM EDT,0,286.0,8,2020-03-31,298.05,puts,0.5722222222222222,1.0421328671328671
43,-,10.85,10.69,0.0,SPY200331P00287000,0.1796,16.31,2019-08-28 9:51AM EDT,0,287.0,188,2020-03-31,298.05,puts,0.5722222222222222,1.0385017421602787
44,-1.75%,11.12,10.97,-0.2,SPY200331P00288000,0.1778,11.24,2019-09-06 9:48AM EDT,0,288.0,5,2020-03-31,298.05,puts,0.5722222222222222,1.0348958333333333
45,-,11.38,11.26,0.0,SPY200331P00289000,0.17579999999999998,13.3,2019-08-30 10:03AM EDT,0,289.0,3,2020-03-31,298.05,puts,0.5722222222222222,1.0313148788927335
46,-1.99%,11.69,11.53,-0.24,SPY200331P00290000,0.1743,11.8,2019-09-06 9:48AM EDT,0,290.0,13,2020-03-31,298.05,puts,0.5722222222222222,1.0277586206896552
47,-3.42%,11.99,11.83,-0.42,SPY200331P00291000,0.1726,11.86,2019-09-06 10:30AM EDT,0,291.0,81,2020-03-31,298.05,puts,0.5722222222222222,1.0242268041237115
48,-0.24%,12.3,12.12,-0.03,SPY200331P00292000,0.1709,12.54,2019-09-06 9:44AM EDT,0,292.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0207191780821918
49,+0.87%,12.6,12.44,0.11,SPY200331P00293000,0.16899999999999998,12.71,2019-09-06 9:30AM EDT,0,293.0,1,2020-03-31,298.05,puts,0.5722222222222222,1.0172354948805462
50,-,12.92,12.74,0.0,SPY200331P00294000,0.1673,15.37,2019-08-30 10:28AM EDT,0,294.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0137755102040817
51,-,13.26,13.09,0.0,SPY200331P00295000,0.1656,13.54,2019-09-05 2:47PM EDT,0,295.0,356,2020-03-31,298.05,puts,0.5722222222222222,1.0103389830508476
52,-,13.6,13.41,0.0,SPY200331P00296000,0.1638,13.95,2019-09-05 10:00AM EDT,0,296.0,12,2020-03-31,298.05,puts,0.5722222222222222,1.0069256756756757
53,-,13.95,13.76,0.0,SPY200331P00297000,0.16210000000000002,14.22,2019-09-05 3:51PM EDT,0,297.0,2,2020-03-31,298.05,puts,0.5722222222222222,1.0035353535353535
54,-3.01%,14.3,14.09,-0.44,SPY200331P00298000,0.1602,14.2,2019-09-06 11:30AM EDT,0,298.0,3,2020-03-31,298.05,puts,0.5722222222222222,1.0001677852348994
55,-,14.63,14.51,0.0,SPY200331P00299000,0.158,14.89,2019-09-05 3:55PM EDT,0,299.0,5,2020-03-31,298.05,puts,0.5722222222222222,0.9968227424749164
56,-3.29%,15.02,14.89,-0.51,SPY200331P00300000,0.1563,14.97,2019-09-06 11:12AM EDT,0,300.0,38,2020-03-31,298.05,puts,0.5722222222222222,0.9935
57,-,15.4,15.27,0.0,SPY200331P00301000,0.15439999999999998,15.55,2019-09-05 11:34AM EDT,0,301.0,1,2020-03-31,298.05,puts,0.5722222222222222,0.9901993355481727
58,-,15.81,15.67,0.0,SPY200331P00302000,0.1527,24.48,2019-08-15 3:38PM EDT,0,302.0,1,2020-03-31,298.05,puts,0.5722222222222222,0.9869205298013245
59,-,16.23,16.1,0.0,SPY200331P00303000,0.1509,21.97,2019-08-16 11:49AM EDT,0,303.0,1,2020-03-31,298.05,puts,0.5722222222222222,0.9836633663366336
60,-,16.67,16.53,0.0,SPY200331P00304000,0.1493,23.3,2019-08-13 9:31AM EDT,0,304.0,60,2020-03-31,298.05,puts,0.5722222222222222,0.9804276315789474
61,-,17.11,16.96,0.0,SPY200331P00305000,0.1475,17.68,2019-09-05 9:55AM EDT,0,305.0,4,2020-03-31,298.05,puts,0.5722222222222222,0.9772131147540984
62,-,21.75,21.5,0.0,SPY200331P00306000,0.193,15.83,2019-07-30 9:35AM EDT,64,306.0,35,2020-03-31,298.05,puts,0.5722222222222222,0.9740196078431373
63,+13.20%,18.05,17.89,2.12,SPY200331P00307000,0.1442,18.18,2019-09-06 9:32AM EDT,37,307.0,2,2020-03-31,298.05,puts,0.5722222222222222,0.9708469055374593
64,-,22.47,22.21,0.0,SPY200331P00308000,0.18739999999999998,16.89,2019-07-30 9:30AM EDT,33,308.0,5,2020-03-31,298.05,puts,0.5722222222222222,0.9676948051948052
65,-,23.49,23.21,0.0,SPY200331P00309000,0.19190000000000002,17.07,2019-07-30 10:14AM EDT,121,309.0,58,2020-03-31,298.05,puts,0.5722222222222222,0.9645631067961166
66,-,19.58,19.41,0.0,SPY200331P00310000,0.13949999999999999,22.84,2019-09-04 3:21PM EDT,0,310.0,7,2020-03-31,298.05,puts,0.5722222222222222,0.9614516129032259
67,-,24.29,23.97,0.0,SPY200331P00311000,0.1865,17.83,2019-07-26 9:30AM EDT,2752,311.0,2174,2020-03-31,298.05,puts,0.5722222222222222,0.9583601286173634
68,-,20.69,20.5,0.0,SPY200331P00312000,0.1366,29.73,2019-08-26 10:09AM EDT,0,312.0,1,2020-03-31,298.05,puts,0.5722222222222222,0.9552884615384616
69,-,21.28,21.07,0.0,SPY200331P00313000,0.1353,30.99,2019-08-23 2:46PM EDT,0,313.0,5,2020-03-31,298.05,puts,0.5722222222222222,0.9522364217252397
70,-,21.08,20.8,0.0,SPY200331P00314000,0.12390000000000001,29.32,2019-06-17 12:00AM EDT,0,314.0,-,2020-03-31,298.05,puts,0.5722222222222222,0.949203821656051
71,-,27.0,26.63,0.0,SPY200331P00315000,0.1873,19.73,2019-07-29 10:15AM EDT,152,315.0,13,2020-03-31,298.05,puts,0.5722222222222222,0.9461904761904762
72,-,32.92,32.44,0.0,SPY200331P00316000,0.2481,21.95,2019-07-23 9:45AM EDT,71,316.0,15,2020-03-31,298.05,puts,0.5722222222222222,0.9431962025316456
73,-,28.43,28.02,0.0,SPY200331P00317000,0.188,21.18,2019-07-29 12:10AM EDT,206,317.0,-,2020-03-31,298.05,puts,0.5722222222222222,0.9402208201892744
74,-,24.48,24.24,0.0,SPY200331P00318000,0.1294,30.46,2019-08-29 9:30AM EDT,0,318.0,5,2020-03-31,298.05,puts,0.5722222222222222,0.9372641509433962
75,-,25.87,25.62,0.0,SPY200331P00320000,0.1272,26.05,2019-09-05 3:13PM EDT,0,320.0,12,2020-03-31,298.05,puts,0.5722222222222222,0.93140625
76,-,37.09,36.56,0.0,SPY200331P00321000,0.2575,25.37,2019-07-23 9:46AM EDT,127,321.0,-,2020-03-31,298.05,puts,0.5722222222222222,0.9285046728971963
77,-,37.96,37.49,0.0,SPY200331P00322000,0.2596,26.1,2019-07-23 9:46AM EDT,64,322.0,-,2020-03-31,298.05,puts,0.5722222222222222,0.9256211180124224
78,-,39.23,38.78,0.0,SPY200331P00325000,0.2498,28.7,2019-07-05 12:52PM EDT,985,325.0,2,2020-03-31,298.05,puts,0.5722222222222222,0.9170769230769231
79,-,33.99,33.6,0.0,SPY200331P00330000,0.1242,39.66,2019-08-02 10:35AM EDT,0,330.0,1,2020-03-31,298.05,puts,0.5722222222222222,0.9031818181818182
80,-,38.87,38.59,0.0,SPY200331P00335000,0.1338,40.82,2019-06-21 3:04PM EDT,325,335.0,200,2020-03-31,298.05,puts,0.5722222222222222,0.8897014925373135
81,-,49.26,48.74,0.0,SPY200331P00340000,0.23329999999999998,39.01,2019-07-29 11:48AM EDT,1210,340.0,1000,2020-03-31,298.05,puts,0.5722222222222222,0.8766176470588236
82,-,59.77,59.23,0.0,SPY200331P00345000,0.32,46.25,2019-07-22 12:04AM EDT,150,345.0,-,2020-03-31,298.05,puts,0.5722222222222222,0.8639130434782609
83,-,59.84,59.0,0.0,SPY200331P00350000,0.2686,51.44,2019-07-23 11:02AM EDT,129,350.0,129,2020-03-31,298.05,puts,0.5722222222222222,0.8515714285714286
0,-,89.33,88.06,0.0,SPY200630C00199000,0.0,102.83,2019-07-22 12:05AM EDT,2,199.0,-,2020-06-30,298.05,calls,0.825,1.4977386934673367
1,-,93.71,92.11,0.0,SPY200630C00200000,0.0,98.61,2019-07-09 11:29AM EDT,1,200.0,1,2020-06-30,298.05,calls,0.825,1.49025
2,-,80.53,79.79,0.0,SPY200630C00220000,0.2521,69.65,2019-08-26 11:48AM EDT,0,220.0,4,2020-06-30,298.05,calls,0.825,1.3547727272727272
3,-,75.95,75.22,0.0,SPY200630C00225000,0.2477,67.82,2019-08-12 9:34AM EDT,1,225.0,6,2020-06-30,298.05,calls,0.825,1.3246666666666667
4,-,71.31,70.73,0.0,SPY200630C00230000,0.2409,59.45,2019-08-05 1:44PM EDT,9,230.0,12,2020-06-30,298.05,calls,0.825,1.2958695652173913
5,-,66.9,66.27,0.0,SPY200630C00235000,0.2377,58.24,2019-08-28 2:24PM EDT,1,235.0,-,2020-06-30,298.05,calls,0.825,1.2682978723404257
6,-,58.1,57.52,0.0,SPY200630C00245000,0.2275,50.61,2019-08-12 9:38AM EDT,7,245.0,5,2020-06-30,298.05,calls,0.825,1.216530612244898
7,-0.08%,53.8,53.26,-0.04,SPY200630C00250000,0.22210000000000002,52.95,2019-09-06 9:37AM EDT,102,250.0,1,2020-06-30,298.05,calls,0.825,1.1922000000000001
8,-,45.44,45.02,0.0,SPY200630C00260000,0.2113,45.3,2019-09-05 9:41AM EDT,42,260.0,2,2020-06-30,298.05,calls,0.825,1.146346153846154
9,-,41.38,40.96,0.0,SPY200630C00265000,0.2054,36.47,2019-08-21 3:48PM EDT,7,265.0,1,2020-06-30,298.05,calls,0.825,1.1247169811320754
10,-,37.43,37.06,0.0,SPY200630C00270000,0.1996,28.05,2019-08-13 10:37AM EDT,10,270.0,7,2020-06-30,298.05,calls,0.825,1.103888888888889
11,-,26.72,26.41,0.0,SPY200630C00274000,0.10300000000000001,36.33,2019-07-15 10:12AM EDT,0,274.0,6,2020-06-30,298.05,calls,0.825,1.0877737226277373
12,-,33.56,33.24,0.0,SPY200630C00275000,0.1934,28.55,2019-09-03 3:32PM EDT,43,275.0,41,2020-06-30,298.05,calls,0.825,1.0838181818181818
13,-,31.29,30.97,0.0,SPY200630C00278000,0.1895,30.7,2019-09-05 11:25AM EDT,735,278.0,20,2020-06-30,298.05,calls,0.825,1.0721223021582735
14,-,23.2,22.89,0.0,SPY200630C00279000,0.1075,31.0,2019-07-23 10:09AM EDT,488,279.0,-,2020-06-30,298.05,calls,0.825,1.0682795698924732
15,-,29.82,29.5,0.0,SPY200630C00280000,0.18710000000000002,26.94,2019-09-04 4:06PM EDT,6,280.0,2,2020-06-30,298.05,calls,0.825,1.0644642857142859
16,-,28.33,28.07,0.0,SPY200630C00282000,0.18420000000000003,24.84,2019-08-13 10:45AM EDT,0,282.0,1,2020-06-30,298.05,calls,0.825,1.0569148936170214
17,-,20.62,20.33,0.0,SPY200630C00283000,0.1104,21.29,2019-07-23 10:09AM EDT,249,283.0,10,2020-06-30,298.05,calls,0.825,1.0531802120141343
18,-,19.97,19.66,0.0,SPY200630C00284000,0.1107,27.38,2019-07-23 10:04AM EDT,903,284.0,-,2020-06-30,298.05,calls,0.825,1.0494718309859155
19,-,26.18,25.9,0.0,SPY200630C00285000,0.1804,20.01,2019-08-27 11:19AM EDT,1884,285.0,10,2020-06-30,298.05,calls,0.825,1.0457894736842106
20,-,25.47,25.2,0.0,SPY200630C00286000,0.179,22.79,2019-09-04 3:36PM EDT,630,286.0,4,2020-06-30,298.05,calls,0.825,1.0421328671328671
21,-,24.77,24.5,0.0,SPY200630C00287000,0.1777,21.15,2019-08-29 11:41AM EDT,1532,287.0,3,2020-06-30,298.05,calls,0.825,1.0385017421602787
22,-,24.05,23.82,0.0,SPY200630C00288000,0.1761,19.41,2019-08-20 10:33AM EDT,64,288.0,1,2020-06-30,298.05,calls,0.825,1.0348958333333333
23,-,23.37,23.11,0.0,SPY200630C00289000,0.17489999999999997,19.71,2019-08-19 2:20PM EDT,420,289.0,2,2020-06-30,298.05,calls,0.825,1.0313148788927335
24,-,22.68,22.43,0.0,SPY200630C00290000,0.1734,22.6,2019-09-05 3:35PM EDT,80,290.0,13,2020-06-30,298.05,calls,0.825,1.0277586206896552
25,-,22.01,21.77,0.0,SPY200630C00291000,0.1721,19.19,2019-09-04 11:41AM EDT,8,291.0,4,2020-06-30,298.05,calls,0.825,1.0242268041237115
26,-,21.34,21.07,0.0,SPY200630C00292000,0.17079999999999998,21.55,2019-09-03 9:57AM EDT,214,292.0,50,2020-06-30,298.05,calls,0.825,1.0207191780821918
27,-,20.66,20.41,0.0,SPY200630C00293000,0.16920000000000002,20.22,2019-09-05 2:26PM EDT,139,293.0,3,2020-06-30,298.05,calls,0.825,1.0172354948805462
28,-,19.99,19.76,0.0,SPY200630C00294000,0.1677,17.1,2019-09-04 11:27AM EDT,7,294.0,3,2020-06-30,298.05,calls,0.825,1.0137755102040817
29,-,19.29,19.14,0.0,SPY200630C00295000,0.1659,19.0,2019-09-05 2:12PM EDT,707,295.0,4,2020-06-30,298.05,calls,0.825,1.0103389830508476
30,-,18.65,18.45,0.0,SPY200630C00296000,0.16449999999999998,18.47,2019-09-05 2:54PM EDT,149,296.0,3,2020-06-30,298.05,calls,0.825,1.0069256756756757
31,-,18.05,17.83,0.0,SPY200630C00297000,0.1634,15.27,2019-08-13 2:53PM EDT,1009,297.0,100,2020-06-30,298.05,calls,0.825,1.0035353535353535
32,-,17.41,17.2,0.0,SPY200630C00298000,0.16190000000000002,17.23,2019-09-05 3:48PM EDT,231,298.0,9,2020-06-30,298.05,calls,0.825,1.0001677852348994
33,-0.90%,16.78,16.59,-0.15,SPY200630C00299000,0.1603,16.52,2019-09-06 9:57AM EDT,417,299.0,8,2020-06-30,298.05,calls,0.825,0.9968227424749164
34,+0.44%,16.15,15.95,0.07,SPY200630C00300000,0.15869999999999998,16.12,2019-09-06 10:38AM EDT,738,300.0,2,2020-06-30,298.05,calls,0.825,0.9935
35,-,15.54,15.36,0.0,SPY200630C00301000,0.1572,15.83,2019-09-05 10:20AM EDT,113,301.0,2,2020-06-30,298.05,calls,0.825,0.9901993355481727
36,+18.49%,14.95,14.77,2.33,SPY200630C00302000,0.1558,14.93,2019-09-06 10:30AM EDT,412,302.0,3,2020-06-30,298.05,calls,0.825,0.9869205298013245
37,-,14.35,14.17,0.0,SPY200630C00303000,0.1543,8.16,2019-08-15 1:44PM EDT,1435,303.0,823,2020-06-30,298.05,calls,0.825,0.9836633663366336
38,-,13.78,13.61,0.0,SPY200630C00304000,0.15289999999999998,8.23,2019-08-19 12:00AM EDT,423,304.0,-,2020-06-30,298.05,calls,0.825,0.9804276315789474
39,-,13.19,13.04,0.0,SPY200630C00305000,0.1512,8.16,2019-08-23 1:31PM EDT,1562,305.0,38,2020-06-30,298.05,calls,0.825,0.9772131147540984
40,-,12.61,12.49,0.0,SPY200630C00306000,0.1495,7.41,2019-08-14 2:16PM EDT,861,306.0,463,2020-06-30,298.05,calls,0.825,0.9740196078431373
41,-,12.07,11.95,0.0,SPY200630C00307000,0.1481,7.78,2019-08-26 3:38PM EDT,161,307.0,11,2020-06-30,298.05,calls,0.825,0.9708469055374593
42,-,11.56,11.4,0.0,SPY200630C00308000,0.1469,7.41,2019-08-23 2:04PM EDT,858,308.0,1,2020-06-30,298.05,calls,0.825,0.9676948051948052
43,-,11.02,10.88,0.0,SPY200630C00309000,0.14529999999999998,6.64,2019-08-02 11:28AM EDT,268,309.0,1,2020-06-30,298.05,calls,0.825,0.9645631067961166
44,-,10.5,10.37,0.0,SPY200630C00310000,0.1438,10.32,2019-09-05 2:05PM EDT,118,310.0,5,2020-06-30,298.05,calls,0.825,0.9614516129032259
45,-,10.02,9.88,0.0,SPY200630C00311000,0.1426,6.51,2019-08-08 11:08AM EDT,39,311.0,1,2020-06-30,298.05,calls,0.825,0.9583601286173634
