,% Change,Ask,Bid,Change,Contract Name,Implied Volatility,Last Price,Last Trade Date,Open Interest,Strike,Volume,expiry,spot,tipo,t_ano,moneyness
65,-,31.63,31.17,0.0,SPY200630P00325000,0.1277,31.9,2019-09-05 2:52PM EDT,0,325.0,2,2020-06-30,298.05,puts,0.825,0.9170769230769231
66,-,41.18,40.49,0.0,SPY200630P00330000,0.1909,34.06,2019-07-23 10:22AM EDT,199,330.0,198,2020-06-30,298.05,puts,0.825,0.9031818181818182
67,-,45.67,44.95,0.0,SPY200630P00335000,0.19829999999999998,38.18,2019-07-22 12:04AM EDT,10,335.0,-,2020-06-30,298.05,puts,0.825,0.8897014925373135
68,-,49.89,49.15,0.0,SPY200630P00340000,0.20170000000000002,40.06,2019-07-31 1:12PM EDT,648,340.0,2,2020-06-30,298.05,puts,0.825,0.8766176470588236
69,-,48.69,47.82,0.0,SPY200630P00345000,0.127,60.91,2019-08-19 12:06AM EDT,0,345.0,-,2020-06-30,298.05,puts,0.825,0.8639130434782609
70,-,65.14,64.11,0.0,SPY200630P00350000,0.2827,49.87,2019-07-24 1:29PM EDT,115,350.0,100,2020-06-30,298.05,puts,0.825,0.8515714285714286
71,-,63.3,62.34,0.0,SPY200630P00360000,0.1436,68.73,2019-08-30 12:01PM EDT,0,360.0,1,2020-06-30,298.05,puts,0.825,0.8279166666666667
0,-,222.66,221.21,0.0,SPY200918C00075000,0.0,172.88,2019-06-10 12:07AM EDT,0,75.0,0,2020-09-18,298.05,calls,1.0472222222222223,3.974
1,-,182.62,181.72,0.0,SPY200918C00115000,0.0,161.04,2019-06-10 12:06AM EDT,0,115.0,0,2020-09-18,298.05,calls,1.0472222222222223,2.5917391304347825
2,-,148.25,146.84,0.0,SPY200918C00150000,0.2854,144.0,2019-06-20 12:14PM EDT,0,150.0,263,2020-09-18,298.05,calls,1.0472222222222223,1.987
3,-,144.21,142.79,0.0,SPY200918C00155000,0.35950000000000004,136.5,2019-08-20 10:42AM EDT,48,155.0,162,2020-09-18,298.05,calls,1.0472222222222223,1.9229032258064518
4,-,139.19,137.8,0.0,SPY200918C00160000,0.34299999999999997,131.23,2019-08-29 10:32AM EDT,137,160.0,140,2020-09-18,298.05,calls,1.0472222222222223,1.8628125
5,-,127.21,125.86,0.0,SPY200918C00165000,0.0,132.5,2019-07-08 1:22PM EDT,275,165.0,100,2020-09-18,298.05,calls,1.0472222222222223,1.8063636363636364
6,-,122.88,121.4,0.0,SPY200918C00170000,0.0,129.69,2019-07-11 10:29AM EDT,69,170.0,66,2020-09-18,298.05,calls,1.0472222222222223,1.7532352941176472
7,-,124.8,123.23,0.0,SPY200918C00175000,0.3264,107.14,2019-06-07 10:59AM EDT,0,175.0,9,2020-09-18,298.05,calls,1.0472222222222223,1.7031428571428573
8,-,119.27,117.94,0.0,SPY200918C00180000,0.2895,111.35,2019-08-29 10:48AM EDT,386,180.0,140,2020-09-18,298.05,calls,1.0472222222222223,1.6558333333333335
9,-,109.44,108.23,0.0,SPY200918C00190000,0.2698,95.2,2019-08-15 1:42PM EDT,13,190.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.568684210526316
10,-,104.62,103.48,0.0,SPY200918C00195000,0.2633,93.09,2019-08-23 12:51PM EDT,6,195.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.5284615384615385
11,-,100.97,100.06,0.0,SPY200918C00200000,0.2897,93.98,2019-06-18 10:21AM EDT,0,200.0,10,2020-09-18,298.05,calls,1.0472222222222223,1.49025
12,-,95.88,94.41,0.0,SPY200918C00205000,0.2731,81.8,2019-06-06 3:11PM EDT,11,205.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.4539024390243902
13,-,90.48,89.46,0.0,SPY200918C00210000,0.2492,85.05,2019-08-30 12:34PM EDT,8,210.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.4192857142857143
14,-,85.89,84.87,0.0,SPY200918C00215000,0.2455,79.49,2019-08-22 10:33AM EDT,14,215.0,4,2020-09-18,298.05,calls,1.0472222222222223,1.3862790697674419
15,-,75.06,73.61,0.0,SPY200918C00220000,0.0,81.04,2019-07-22 10:07AM EDT,38,220.0,4,2020-09-18,298.05,calls,1.0472222222222223,1.3547727272727272
16,-,76.8,75.92,0.0,SPY200918C00225000,0.2368,70.7,2019-08-29 9:38AM EDT,15,225.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.3246666666666667
17,-,72.37,71.54,0.0,SPY200918C00230000,0.233,66.5,2019-08-29 9:45AM EDT,94,230.0,32,2020-09-18,298.05,calls,1.0472222222222223,1.2958695652173913
18,+7.47%,67.99,67.16,4.68,SPY200918C00235000,0.2289,67.37,2019-09-06 10:21AM EDT,24,235.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.2682978723404257
19,+1.53%,63.67,62.89,0.95,SPY200918C00240000,0.22460000000000002,63.14,2019-09-06 11:28AM EDT,95,240.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.241875
20,-,59.4,58.71,0.0,SPY200918C00245000,0.22,52.67,2019-09-03 11:36AM EDT,538,245.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.216530612244898
21,-,55.22,54.56,0.0,SPY200918C00250000,0.2155,54.5,2019-09-05 3:50PM EDT,179,250.0,7,2020-09-18,298.05,calls,1.0472222222222223,1.1922000000000001
22,-,51.12,50.53,0.0,SPY200918C00255000,0.2109,40.05,2019-08-15 2:25PM EDT,57,255.0,21,2020-09-18,298.05,calls,1.0472222222222223,1.1688235294117648
23,-,47.11,46.55,0.0,SPY200918C00260000,0.20629999999999998,46.58,2019-09-05 12:28PM EDT,145,260.0,20,2020-09-18,298.05,calls,1.0472222222222223,1.146346153846154
24,-,43.18,42.67,0.0,SPY200918C00265000,0.2014,42.93,2019-09-05 10:15AM EDT,270,265.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.1247169811320754
25,-,39.34,38.85,0.0,SPY200918C00270000,0.1963,39.0,2019-09-05 2:50PM EDT,254,270.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.103888888888889
26,-,35.59,35.16,0.0,SPY200918C00275000,0.191,32.26,2019-09-04 3:07PM EDT,2571,275.0,3,2020-09-18,298.05,calls,1.0472222222222223,1.0838181818181818
27,-,31.94,31.53,0.0,SPY200918C00280000,0.18539999999999998,28.4,2019-09-04 10:30AM EDT,3976,280.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.0644642857142859
28,-,28.42,28.04,0.0,SPY200918C00285000,0.17980000000000002,28.04,2019-09-06 9:58AM EDT,3560,285.0,2,2020-09-18,298.05,calls,1.0472222222222223,1.0457894736842106
29,+0.24%,25.01,24.66,0.06,SPY200918C00290000,0.17379999999999998,24.77,2019-09-06 11:41AM EDT,3585,290.0,5,2020-09-18,298.05,calls,1.0472222222222223,1.0277586206896552
30,+0.32%,21.72,21.42,0.07,SPY200918C00295000,0.1675,21.62,2019-09-06 10:45AM EDT,2773,295.0,1,2020-09-18,298.05,calls,1.0472222222222223,1.0103389830508476
31,+1.92%,18.6,18.33,0.35,SPY200918C00300000,0.1612,18.6,2019-09-06 10:54AM EDT,2253,300.0,15,2020-09-18,298.05,calls,1.0472222222222223,0.9935
32,-,15.65,15.41,0.0,SPY200918C00305000,0.15460000000000002,15.41,2019-09-05 11:52AM EDT,2755,305.0,5,2020-09-18,298.05,calls,1.0472222222222223,0.9772131147540984
33,+0.23%,12.94,12.76,0.03,SPY200918C00310000,0.1483,12.82,2019-09-06 9:30AM EDT,4429,310.0,107,2020-09-18,298.05,calls,1.0472222222222223,0.9614516129032259
34,-,10.48,10.32,0.0,SPY200918C00315000,0.1421,10.35,2019-09-05 2:28PM EDT,2791,315.0,522,2020-09-18,298.05,calls,1.0472222222222223,0.9461904761904762
35,-,8.31,8.14,0.0,SPY200918C00320000,0.1363,8.22,2019-09-05 3:19PM EDT,4070,320.0,34,2020-09-18,298.05,calls,1.0472222222222223,0.93140625
36,-,6.46,6.3,0.0,SPY200918C00325000,0.1311,4.71,2019-09-03 1:28PM EDT,808,325.0,1,2020-09-18,298.05,calls,1.0472222222222223,0.9170769230769231
37,-,4.93,4.78,0.0,SPY200918C00330000,0.1265,4.89,2019-09-05 3:39PM EDT,1774,330.0,2,2020-09-18,298.05,calls,1.0472222222222223,0.9031818181818182
38,-,3.7,3.57,0.0,SPY200918C00335000,0.1226,3.7,2019-09-05 3:26PM EDT,3083,335.0,39,2020-09-18,298.05,calls,1.0472222222222223,0.8897014925373135
39,-,2.77,2.66,0.0,SPY200918C00340000,0.1198,2.7,2019-09-05 3:34PM EDT,562,340.0,12,2020-09-18,298.05,calls,1.0472222222222223,0.8766176470588236
40,-,2.08,1.98,0.0,SPY200918C00345000,0.11800000000000001,1.7,2019-09-04 3:18PM EDT,581,345.0,15,2020-09-18,298.05,calls,1.0472222222222223,0.8639130434782609
41,-,1.59,1.5,0.0,SPY200918C00350000,0.1173,1.56,2019-09-05 3:53PM EDT,219,350.0,22,2020-09-18,298.05,calls,1.0472222222222223,0.8515714285714286
42,-,1.18,1.13,0.0,SPY200918C00355000,0.1161,1.16,2019-09-05 1:20PM EDT,300,355.0,11,2020-09-18,298.05,calls,1.0472222222222223,0.8395774647887324
43,+3.33%,0.93,0.88,0.03,SPY200918C00360000,0.1168,0.93,2019-09-06 10:09AM EDT,187,360.0,1,2020-09-18,298.05,calls,1.0472222222222223,0.8279166666666667
44,-,0.73,0.69,0.0,SPY200918C00365000,0.1174,0.38,2019-08-07 11:46AM EDT,74,365.0,7,2020-09-18,298.05,calls,1.0472222222222223,0.8165753424657535
45,-,0.6,0.55,0.0,SPY200918C00370000,0.1191,0.62,2019-09-05 9:32AM EDT,176,370.0,20,2020-09-18,298.05,calls,1.0472222222222223,0.8055405405405406
46,-,0.49,0.44,0.0,SPY200918C00375000,0.1206,0.43,2019-09-04 3:34PM EDT,134,375.0,30,2020-09-18,298.05,calls,1.0472222222222223,0.7948000000000001
47,-,0.41,0.36,0.0,SPY200918C00380000,0.1226,0.21,2019-08-21 10:35AM EDT,68,380.0,3,2020-09-18,298.05,calls,1.0472222222222223,0.784342105263158
48,-,0.31,0.27,0.0,SPY200918C00385000,0.12240000000000001,0.29,2019-06-07 11:14AM EDT,3,385.0,2,2020-09-18,298.05,calls,1.0472222222222223,0.7741558441558442
49,-,0.3,0.27,0.0,SPY200918C00390000,0.127,0.25,2019-08-28 11:51AM EDT,570,390.0,60,2020-09-18,298.05,calls,1.0472222222222223,0.7642307692307693
50,-,0.22,0.19,0.0,SPY200918C00395000,0.12619999999999998,0.33,2019-06-07 11:14AM EDT,124,395.0,20,2020-09-18,298.05,calls,1.0472222222222223,0.7545569620253165
51,-,0.24,0.19,0.0,SPY200918C00400000,0.1326,0.21,2019-09-05 10:56AM EDT,267,400.0,6,2020-09-18,298.05,calls,1.0472222222222223,0.745125
0,-42.86%,0.08,0.03,-0.03,SPY200918P00075000,0.5029,0.04,2019-09-06 9:30AM EDT,0,75.0,5,2020-09-18,298.05,puts,1.0472222222222223,3.974
1,-,0.08,0.04,0.0,SPY200918P00080000,0.4805,0.05,2019-08-22 1:54PM EDT,0,80.0,1,2020-09-18,298.05,puts,1.0472222222222223,3.725625
2,-,0.09,0.05,0.0,SPY200918P00085000,0.4648,0.03,2019-07-26 9:30AM EDT,103,85.0,1,2020-09-18,298.05,puts,1.0472222222222223,3.5064705882352944
3,-,0.1,0.06,0.0,SPY200918P00090000,0.44920000000000004,0.48,2019-06-10 12:13AM EDT,10,90.0,0,2020-09-18,298.05,puts,1.0472222222222223,3.311666666666667
4,-,0.11,0.07,0.0,SPY200918P00095000,0.4336,0.08,2019-08-26 9:55AM EDT,0,95.0,1,2020-09-18,298.05,puts,1.0472222222222223,3.137368421052632
5,-,0.12,0.08,0.0,SPY200918P00100000,0.419,0.1,2019-08-19 9:30AM EDT,0,100.0,30,2020-09-18,298.05,puts,1.0472222222222223,2.9805
6,-,0.13,0.1,0.0,SPY200918P00105000,0.4053,0.23,2019-06-10 12:13AM EDT,0,105.0,1,2020-09-18,298.05,puts,1.0472222222222223,2.8385714285714285
7,-,0.14,0.1,0.0,SPY200918P00110000,0.3911,0.13,2019-08-07 4:13PM EDT,0,110.0,1,2020-09-18,298.05,puts,1.0472222222222223,2.7095454545454545
8,-,0.18,0.14,0.0,SPY200918P00115000,0.3857,0.25,2019-05-31 3:56PM EDT,3607,115.0,2,2020-09-18,298.05,puts,1.0472222222222223,2.5917391304347825
9,-,0.17,0.13,0.0,SPY200918P00120000,0.36719999999999997,0.17,2019-09-04 2:57PM EDT,0,120.0,3,2020-09-18,298.05,puts,1.0472222222222223,2.48375
10,-,0.2,0.16,0.0,SPY200918P00125000,0.3586,0.19,2019-08-30 2:06PM EDT,0,125.0,10,2020-09-18,298.05,puts,1.0472222222222223,2.3844000000000003
11,-,0.26,0.22,0.0,SPY200918P00130000,0.355,0.41,2019-06-07 10:55AM EDT,40,130.0,20,2020-09-18,298.05,puts,1.0472222222222223,2.292692307692308
12,-,0.26,0.22,0.0,SPY200918P00135000,0.34009999999999996,0.3,2019-08-28 1:44PM EDT,0,135.0,35,2020-09-18,298.05,puts,1.0472222222222223,2.207777777777778
13,-,0.3,0.26,0.0,SPY200918P00140000,0.332,0.31,2019-09-05 11:48AM EDT,0,140.0,1,2020-09-18,298.05,puts,1.0472222222222223,2.1289285714285717
14,-,0.36,0.32,0.0,SPY200918P00145000,0.3259,0.35,2019-09-03 2:38PM EDT,0,145.0,1000,2020-09-18,298.05,puts,1.0472222222222223,2.0555172413793104
15,-,0.42,0.38,0.0,SPY200918P00150000,0.3189,0.4,2019-09-05 9:40AM EDT,0,150.0,1,2020-09-18,298.05,puts,1.0472222222222223,1.987
16,-,0.49,0.45,0.0,SPY200918P00155000,0.3123,0.62,2019-09-03 2:41PM EDT,0,155.0,25,2020-09-18,298.05,puts,1.0472222222222223,1.9229032258064518
17,-,0.58,0.54,0.0,SPY200918P00160000,0.3064,0.75,2019-09-03 2:39PM EDT,0,160.0,20,2020-09-18,298.05,puts,1.0472222222222223,1.8628125
18,-,0.69,0.64,0.0,SPY200918P00165000,0.3013,0.86,2019-09-03 1:18PM EDT,0,165.0,1,2020-09-18,298.05,puts,1.0472222222222223,1.8063636363636364
19,-,0.82,0.76,0.0,SPY200918P00170000,0.2963,1.04,2019-09-03 10:52AM EDT,0,170.0,4,2020-09-18,298.05,puts,1.0472222222222223,1.7532352941176472
20,-,0.96,0.9,0.0,SPY200918P00175000,0.2909,0.95,2019-09-05 2:23PM EDT,0,175.0,36,2020-09-18,298.05,puts,1.0472222222222223,1.7031428571428573
21,-5.26%,1.13,1.08,-0.06,SPY200918P00180000,0.2861,1.08,2019-09-06 10:50AM EDT,0,180.0,50,2020-09-18,298.05,puts,1.0472222222222223,1.6558333333333335
22,-,1.32,1.27,0.0,SPY200918P00185000,0.2811,1.65,2019-08-30 2:51PM EDT,0,185.0,1,2020-09-18,298.05,puts,1.0472222222222223,1.6110810810810812
23,-,1.58,1.48,0.0,SPY200918P00190000,0.2778,1.58,2019-09-06 9:43AM EDT,0,190.0,10,2020-09-18,298.05,puts,1.0472222222222223,1.568684210526316
24,-,1.83,1.73,0.0,SPY200918P00195000,0.273,1.83,2019-09-05 1:20PM EDT,0,195.0,6,2020-09-18,298.05,puts,1.0472222222222223,1.5284615384615385
25,-2.80%,2.12,2.02,-0.06,SPY200918P00200000,0.26839999999999997,2.08,2019-09-06 9:33AM EDT,0,200.0,1,2020-09-18,298.05,puts,1.0472222222222223,1.49025
26,-,2.45,2.34,0.0,SPY200918P00205000,0.2639,2.41,2019-09-05 2:15PM EDT,0,205.0,7,2020-09-18,298.05,puts,1.0472222222222223,1.4539024390243902
27,-,2.81,2.71,0.0,SPY200918P00210000,0.2591,3.21,2019-08-29 1:52PM EDT,0,210.0,11,2020-09-18,298.05,puts,1.0472222222222223,1.4192857142857143
28,-,3.21,3.1,0.0,SPY200918P00215000,0.25429999999999997,4.05,2019-08-30 10:52AM EDT,0,215.0,10,2020-09-18,298.05,puts,1.0472222222222223,1.3862790697674419
29,-,3.67,3.55,0.0,SPY200918P00220000,0.2498,4.24,2019-09-04 2:38PM EDT,0,220.0,30,2020-09-18,298.05,puts,1.0472222222222223,1.3547727272727272
30,-2.82%,4.17,4.06,-0.12,SPY200918P00225000,0.245,4.14,2019-09-06 9:33AM EDT,0,225.0,2,2020-09-18,298.05,puts,1.0472222222222223,1.3246666666666667
31,-,4.73,4.62,0.0,SPY200918P00230000,0.2404,4.75,2019-09-05 9:57AM EDT,0,230.0,30,2020-09-18,298.05,puts,1.0472222222222223,1.2958695652173913
32,-,5.34,5.25,0.0,SPY200918P00235000,0.23550000000000001,5.36,2019-09-05 11:33AM EDT,0,235.0,20,2020-09-18,298.05,puts,1.0472222222222223,1.2682978723404257
33,-2.13%,6.02,5.9,-0.13,SPY200918P00240000,0.23079999999999998,5.97,2019-09-06 9:56AM EDT,0,240.0,4,2020-09-18,298.05,puts,1.0472222222222223,1.241875
34,-,6.75,6.63,0.0,SPY200918P00245000,0.2257,6.77,2019-09-05 11:38AM EDT,0,245.0,2,2020-09-18,298.05,puts,1.0472222222222223,1.216530612244898
35,-1.43%,7.56,7.44,-0.11,SPY200918P00250000,0.2207,7.59,2019-09-06 9:33AM EDT,0,250.0,1,2020-09-18,298.05,puts,1.0472222222222223,1.1922000000000001
36,-,8.44,8.32,0.0,SPY200918P00255000,0.2155,9.84,2019-09-04 9:48AM EDT,0,255.0,4,2020-09-18,298.05,puts,1.0472222222222223,1.1688235294117648
37,-,9.4,9.28,0.0,SPY200918P00260000,0.21030000000000001,9.45,2019-09-06 9:49AM EDT,0,260.0,100,2020-09-18,298.05,puts,1.0472222222222223,1.146346153846154
38,-1.05%,10.45,10.31,-0.11,SPY200918P00265000,0.205,10.38,2019-09-06 11:44AM EDT,0,265.0,96,2020-09-18,298.05,puts,1.0472222222222223,1.1247169811320754
39,-,11.58,11.43,0.0,SPY200918P00270000,0.19940000000000002,11.79,2019-09-05 1:34PM EDT,0,270.0,71,2020-09-18,298.05,puts,1.0472222222222223,1.103888888888889
40,-1.93%,12.81,12.66,-0.25,SPY200918P00275000,0.1938,12.68,2019-09-06 11:36AM EDT,0,275.0,6,2020-09-18,298.05,puts,1.0472222222222223,1.0838181818181818
41,-1.96%,14.14,13.98,-0.28,SPY200918P00280000,0.18789999999999998,14.02,2019-09-06 10:51AM EDT,0,280.0,5,2020-09-18,298.05,puts,1.0472222222222223,1.0644642857142859
42,-,15.58,15.41,0.0,SPY200918P00285000,0.1819,15.77,2019-09-05 3:01PM EDT,0,285.0,29,2020-09-18,298.05,puts,1.0472222222222223,1.0457894736842106
43,-,17.16,16.96,0.0,SPY200918P00290000,0.17579999999999998,17.25,2019-09-05 12:14PM EDT,0,290.0,16,2020-09-18,298.05,puts,1.0472222222222223,1.0277586206896552
44,-0.89%,18.86,18.65,-0.17,SPY200918P00295000,0.16940000000000002,19.0,2019-09-05 12:53PM EDT,0,295.0,5,2020-09-18,298.05,puts,1.0472222222222223,1.0103389830508476
45,-0.33%,20.73,20.5,-0.07,SPY200918P00300000,0.1629,20.87,2019-09-06 9:48AM EDT,0,300.0,67,2020-09-18,298.05,puts,1.0472222222222223,0.9935
46,-11.21%,22.78,22.53,-2.9,SPY200918P00305000,0.1564,22.96,2019-09-06 9:58AM EDT,0,305.0,1,2020-09-18,298.05,puts,1.0472222222222223,0.9772131147540984
47,-,25.07,24.77,0.0,SPY200918P00310000,0.1501,32.5,2019-08-23 2:14PM EDT,0,310.0,2,2020-09-18,298.05,puts,1.0472222222222223,0.9614516129032259
48,-,27.59,27.24,0.0,SPY200918P00315000,0.1438,27.76,2019-09-05 3:01PM EDT,0,315.0,2,2020-09-18,298.05,puts,1.0472222222222223,0.9461904761904762
49,-25.33%,30.44,30.0,-10.21,SPY200918P00320000,0.1382,30.1,2019-09-06 10:48AM EDT,0,320.0,2,2020-09-18,298.05,puts,1.0472222222222223,0.93140625
50,-,33.58,33.07,0.0,SPY200918P00325000,0.1331,41.41,2019-08-05 10:04AM EDT,0,325.0,1,2020-09-18,298.05,puts,1.0472222222222223,0.9170769230769231
51,-,37.09,36.43,0.0,SPY200918P00330000,0.1291,47.22,2019-08-09 11:53AM EDT,0,330.0,2,2020-09-18,298.05,puts,1.0472222222222223,0.9031818181818182
52,-,40.89,40.14,0.0,SPY200918P00335000,0.1259,45.75,2019-08-30 1:37PM EDT,0,335.0,20,2020-09-18,298.05,puts,1.0472222222222223,0.8897014925373135
53,-,45.05,44.12,0.0,SPY200918P00340000,0.1247,44.85,2019-09-05 10:14AM EDT,0,340.0,10,2020-09-18,298.05,puts,1.0472222222222223,0.8766176470588236
54,-,49.41,48.37,0.0,SPY200918P00345000,0.1244,49.43,2019-09-05 3:56PM EDT,0,345.0,1,2020-09-18,298.05,puts,1.0472222222222223,0.8639130434782609
55,-,54.02,52.86,0.0,SPY200918P00350000,0.1264,65.42,2019-08-09 11:53AM EDT,0,350.0,2,2020-09-18,298.05,puts,1.0472222222222223,0.8515714285714286
56,-,70.23,68.62,0.0,SPY200918P00360000,0.222,60.26,2019-07-22 12:04AM EDT,28,360.0,25,2020-09-18,298.05,puts,1.0472222222222223,0.8279166666666667
57,-,103.42,102.06,0.0,SPY200918P00400000,0.1816,116.94,2019-08-08 6:01PM EDT,0,400.0,-,2020-09-18,298.05,puts,1.0472222222222223,0.745125
0,-,274.06,271.91,0.0,SPY201218C00025000,1.1411,256.56,2019-06-07 10:59AM EDT,0,25.0,20,2020-12-18,298.05,calls,1.3,11.922
1,-,248.13,246.05,0.0,SPY201218C00050000,0.5771999999999999,246.05,2019-06-20 3:59PM EDT,0,50.0,177,2020-12-18,298.05,calls,1.3,5.961
2,-,223.22,221.17,0.0,SPY201218C00075000,0.48729999999999996,221.2,2019-06-20 3:57PM EDT,3,75.0,44,2020-12-18,298.05,calls,1.3,3.974
3,-,208.64,206.0,0.0,SPY201218C00090000,0.5022,157.46,2019-06-10 12:07AM EDT,0,90.0,0,2020-12-18,298.05,calls,1.3,3.311666666666667
4,-,204.42,202.33,0.0,SPY201218C00095000,0.5525,186.3,2019-06-07 11:00AM EDT,0,95.0,6,2020-12-18,298.05,calls,1.3,3.137368421052632
5,-,198.32,196.29,0.0,SPY201218C00100000,0.4121,196.2,2019-06-20 3:57PM EDT,2,100.0,18,2020-12-18,298.05,calls,1.3,2.9805
6,-,193.11,191.09,0.0,SPY201218C00105000,0.3262,169.19,2019-06-10 12:07AM EDT,0,105.0,0,2020-12-18,298.05,calls,1.3,2.8385714285714285
7,-,188.36,186.34,0.0,SPY201218C00110000,0.3848,186.2,2019-06-20 3:59PM EDT,2,110.0,9,2020-12-18,298.05,calls,1.3,2.7095454545454545
8,-,178.4,176.38,0.0,SPY201218C00120000,0.3591,175.53,2019-06-20 2:50PM EDT,2,120.0,110,2020-12-18,298.05,calls,1.3,2.48375
9,-,174.57,172.51,0.0,SPY201218C00125000,0.4375,155.5,2019-06-07 11:14AM EDT,0,125.0,1,2020-12-18,298.05,calls,1.3,2.3844000000000003
10,-,168.44,166.43,0.0,SPY201218C00130000,0.3347,166.23,2019-06-20 3:57PM EDT,1,130.0,18,2020-12-18,298.05,calls,1.3,2.292692307692308
11,-,164.47,162.51,0.0,SPY201218C00135000,0.3973,157.3,2019-08-02 10:13AM EDT,15,135.0,1,2020-12-18,298.05,calls,1.3,2.207777777777778
12,-,159.49,157.49,0.0,SPY201218C00140000,0.382,152.43,2019-08-02 10:18AM EDT,6,140.0,1,2020-12-18,298.05,calls,1.3,2.1289285714285717
13,-,154.49,152.49,0.0,SPY201218C00145000,0.36619999999999997,147.4,2019-08-02 10:22AM EDT,3,145.0,1,2020-12-18,298.05,calls,1.3,2.0555172413793104
14,-,149.47,147.5,0.0,SPY201218C00150000,0.35,136.42,2019-08-05 10:32AM EDT,279,150.0,18,2020-12-18,298.05,calls,1.3,1.987
15,-,144.48,142.53,0.0,SPY201218C00155000,0.3357,136.0,2019-08-20 10:04AM EDT,25,155.0,20,2020-12-18,298.05,calls,1.3,1.9229032258064518
16,-,139.5,137.51,0.0,SPY201218C00160000,0.3223,124.64,2019-08-14 1:01PM EDT,99,160.0,1,2020-12-18,298.05,calls,1.3,1.8628125
17,-,134.87,132.86,0.0,SPY201218C00165000,0.3231,129.65,2019-06-07 11:14AM EDT,1,165.0,1,2020-12-18,298.05,calls,1.3,1.8063636363636364
18,-,123.53,121.6,0.0,SPY201218C00170000,0.0,114.2,2019-08-05 2:32PM EDT,31,170.0,2,2020-12-18,298.05,calls,1.3,1.7532352941176472
19,-,113.55,111.68,0.0,SPY201218C00175000,0.0,125.99,2019-07-12 9:40AM EDT,0,175.0,3,2020-12-18,298.05,calls,1.3,1.7031428571428573
20,-,123.27,122.06,0.0,SPY201218C00180000,0.3671,113.03,2019-06-26 12:04PM EDT,0,180.0,25,2020-12-18,298.05,calls,1.3,1.6558333333333335
21,-,113.72,112.31,0.0,SPY201218C00185000,0.2214,87.88,2019-06-10 12:07AM EDT,5,185.0,4,2020-12-18,298.05,calls,1.3,1.6110810810810812
22,-,109.85,108.22,0.0,SPY201218C00190000,0.25579999999999997,97.5,2019-08-07 2:19PM EDT,120,190.0,2,2020-12-18,298.05,calls,1.3,1.568684210526316
23,-,95.0,90.0,0.0,SPY201218C00195000,0.0,108.45,2019-07-25 9:30AM EDT,47,195.0,4,2020-12-18,298.05,calls,1.3,1.5284615384615385
24,-,100.39,98.91,0.0,SPY201218C00200000,0.24600000000000002,93.9,2019-08-29 9:48AM EDT,1001,200.0,10,2020-12-18,298.05,calls,1.3,1.49025
25,-,90.11,88.31,0.0,SPY201218C00205000,0.0,93.97,2019-07-03 10:05AM EDT,687,205.0,1,2020-12-18,298.05,calls,1.3,1.4539024390243902
26,-,91.16,89.79,0.0,SPY201218C00210000,0.2384,90.21,2019-09-05 3:04PM EDT,382,210.0,1,2020-12-18,298.05,calls,1.3,1.4192857142857143
27,-,86.63,85.3,0.0,SPY201218C00215000,0.2349,80.45,2019-08-19 11:20AM EDT,45,215.0,1,2020-12-18,298.05,calls,1.3,1.3862790697674419
28,+6.04%,82.16,80.91,4.62,SPY201218C00220000,0.2314,81.16,2019-09-06 10:19AM EDT,163,220.0,1,2020-12-18,298.05,calls,1.3,1.3547727272727272
29,-,77.3,75.78,0.0,SPY201218C00225000,0.2208,73.91,2019-06-20 2:52PM EDT,187,225.0,1,2020-12-18,298.05,calls,1.3,1.3246666666666667
30,-,73.4,72.26,0.0,SPY201218C00230000,0.22440000000000002,60.37,2019-08-07 10:07AM EDT,246,230.0,7,2020-12-18,298.05,calls,1.3,1.2958695652173913
31,-,69.12,68.04,0.0,SPY201218C00235000,0.22089999999999999,63.62,2019-08-19 11:37AM EDT,101,235.0,8,2020-12-18,298.05,calls,1.3,1.2682978723404257
32,-,64.93,63.92,0.0,SPY201218C00240000,0.2175,64.23,2019-09-05 11:12AM EDT,148,240.0,1,2020-12-18,298.05,calls,1.3,1.241875
33,-,60.77,59.86,0.0,SPY201218C00245000,0.21350000000000002,60.05,2019-09-05 11:35AM EDT,391,245.0,10,2020-12-18,298.05,calls,1.3,1.216530612244898
34,-,56.67,55.86,0.0,SPY201218C00250000,0.20929999999999999,55.84,2019-09-05 12:44PM EDT,1512,250.0,2,2020-12-18,298.05,calls,1.3,1.1922000000000001
35,+18.39%,52.69,51.91,8.09,SPY201218C00255000,0.20550000000000002,52.09,2019-09-06 10:13AM EDT,332,255.0,5,2020-12-18,298.05,calls,1.3,1.1688235294117648
36,+16.55%,48.69,48.12,6.85,SPY201218C00260000,0.2005,48.25,2019-09-06 10:13AM EDT,0,260.0,5,2020-12-18,298.05,calls,1.3,1.146346153846154
